gene chrom strand TSS TES
ZNF644 1 r 91380856 91487812
CAMTA1 1 f 6845383 6948261
GNG12-AS1 1 f 68297970 68668670
LINC00862 1 r 200311671 200342920
MIR3117 1 f 67094122 67094200
MIR3115 1 f 23370797 23370865
IFI6 1 r 27992571 27998724
DR1 1 f 93811477 93828148
DPT 1 r 168664694 168698442
SELL 1 r 169659805 169680843
KPRP 1 f 152730505 152734529
MIR921 1 r 166123979 166124035
UTS2 1 r 7907671 7913551
MAGI3 1 f 113933474 114228545
S100A1 1 f 153600872 153604513
LOC148709 1 f 202830881 202844369
FMO9P 1 f 166573152 166594473
SNHG3 1 f 28832454 28837404
TMEM200B 1 r 29445936 29449013
DNASE2B 1 f 84874033 84880691
POGK 1 f 166808723 166823709
SCARNA1 1 f 28160911 28161077
SNORA36B 1 r 220373887 220374018
SNORA55 1 r 40033045 40033182
SNORA61 1 r 28906275 28906405
SNORA44 1 r 28906892 28907024
S100A3 1 r 153519808 153521734
KIF1B 1 f 10270763 10441661
TOMM40L 1 f 161195728 161200536
LDLRAP1 1 f 25870075 25895377
ASH1L 1 r 155305051 155532324
ZNF648 1 r 182023704 182030847
ZRANB2-AS1 1 f 71512188 71532865
ARHGEF19 1 r 16524598 16539104
GJB4 1 f 35225341 35229325
NKAIN1 1 r 31652591 31712734
OR4F5 1 f 69090 70008
HSD3B2 1 f 119957742 119965662
BROX 1 f 222885894 222887247
SMIM12 1 r 35315962 35325338
SMIM12 1 r 35315962 35324646
ATP1A4 1 f 160147200 160156767
LEPR 1 f 65886334 66096095
RAB42 1 f 28919006 28921088
GRIK3 1 r 37261127 37499844
LACTBL1 1 r 23279535 23291923
KIF14 1 r 200520624 200587966
TP73 1 f 3569128 3652765
NPR1 1 f 153651163 153666468
GEMIN8P4 1 r 90458823 90460525
TTLL10 1 f 1115076 1121243
RAB25 1 f 156030965 156040295
NTRK1 1 f 156830670 156851642
PLEKHO1 1 f 150122775 150132260
SMPDL3B 1 f 28261465 28285668
DMRTA2 1 r 50883222 50889119
DENND2D 1 r 111728590 111747160
TMEM201 1 f 9648931 9674935
CEPT1 1 f 111682832 111727724
SPRR2A 1 r 153028595 153029988
SPRR1A 1 f 152956563 152958290
BPNT1 1 r 220230823 220263195
TBX15 1 r 119425665 119532179
C1orf87 1 r 60456065 60539442
BCAR3 1 r 94027342 94079702
TMIGD3 1 r 112025969 112106625
SYT2 1 r 202559724 202612581
HSD3BP4 1 f 120106502 120115199
RBM34 1 r 235294497 235324571
ARHGEF2 1 r 155916629 155947966
SPRR4 1 f 152943128 152945049
HNRNPCL2 1 r 13182959 13184326
ANKRD34A 1 f 145470507 145475647
TUFT1 1 f 151512780 151556059
ZNF692 1 r 249144202 249153125
S100A14 1 r 153586731 153588808
MYCL 1 r 40361095 40367687
SLC2A7 1 r 9063358 9086404
FAM72D 1 r 143896451 143913143
PRAMEF19 1 r 13694888 13698405
NCF2 1 r 183524696 183560056
YY1AP1 1 r 155629232 155658568
YY1AP1 1 r 155629232 155658447
YY1AP1 1 r 155629232 155658515
YY1AP1 1 r 155629232 155658819
DEDD 1 r 161090768 161102256
SYPL2 1 f 110009099 110024764
MED18 1 f 28655512 28662478
MAD2L2 1 r 11734536 11751678
NBPF15 1 f 148558187 148596267
C1orf127 1 r 11006529 11042094
ZNF326 1 f 90460677 90494094
ZNF326 1 f 90460677 90472000
ATF3 1 f 212788359 212794119
MIR4666A 1 f 228649774 228649853
E2F2 1 r 23832919 23857712
HECTD3 1 r 45468219 45477027
TMEM53 1 r 45118918 45140280
C1orf54 1 f 150245182 150253335
ATAD3C 1 f 1385068 1405538
RCSD1 1 f 167599473 167675486
CCSAP 1 r 229456751 229478688
PROK1 1 f 110993787 110999976
PINK1 1 f 20959947 20978004
FAM72A 1 f 206138910 206155074
TRIM33 1 r 114935398 115053781
NBPF11 1 r 146032541 146082633
LINC01138 1 r 143717587 143744519
PRKAB2 1 r 146626684 146644168
CRABP2 1 r 156669399 156675459
LOC101928372 1 f 160902254 160919712
AK5 1 f 77747661 78025654
PGM1 1 f 64088886 64125916
HP1BP3 1 r 21069170 21113181
FALEC 1 f 150488232 150490508
MYOC 1 r 171604556 171621773
MPZ 1 r 161274524 161279762
TYW3 1 f 75198839 75232360
TIPRL 1 f 168148082 168171351
BMP8B 1 r 40223902 40254533
NDUFS2 1 f 161169104 161184184
FGGY 1 f 59775749 60228402
VHLL 1 r 156268414 156269428
OR1C1 1 r 247920763 247921708
MIR942 1 f 117637264 117637350
USH2A 1 r 216347291 216596738
USF1 1 r 161009040 161015769
TNFAIP8L2-SCNM1 1 f 151129104 151142773
KIAA1107 1 f 92632608 92650280
EDARADD 1 f 236557679 236648008
OR2T33 1 r 248436153 248437116
LAMTOR5-AS1 1 f 110950430 110958896
MIR765 1 r 156905922 156906036
RGSL1 1 f 182419255 182529732
LMO4 1 f 87794150 87814607
MLLT11 1 f 151032150 151040973
OR2G6 1 f 248684947 248685898
SFPQ 1 r 35649200 35658743
CSRP1 1 r 201452657 201465701
CSRP1 1 r 201452657 201475967
TP73 1 f 3614609 3652765
NEK2 1 r 211839772 211848972
NEK2 1 r 211831598 211848972
HORMAD1 1 r 150670534 150693364
C1orf94 1 f 34642552 34684731
SPATA42 1 f 109399838 109401146
SCP2 1 f 53392900 53459904
OR2L3 1 f 248223983 248224922
OR2L2 1 f 248201473 248202607
TPM3 1 r 154127779 154150697
KIF21B 1 r 200938513 200992828
HRNR 1 r 152184551 152196672
CYP4A11 1 r 47394845 47407156
CYP2J2 1 r 60358979 60392423
LGR6 1 f 202183282 202288889
HIPK1 1 f 114471995 114514698
DIRAS3 1 r 68511644 68516460
ANGPTL1 1 r 178818669 178840215
MAP3K6 1 r 27681669 27693357
ST6GALNAC3 1 f 76540388 77096669
OR2M4 1 f 248402230 248403166
PPP1R12B 1 f 202431870 202557697
ZNF695 1 r 247108848 247171395
LINC00970 1 r 168873142 169056243
TMEM206 1 r 212537815 212588243
KIFAP3 1 r 169890469 170038056
S100A4 1 r 153516097 153518282
CHI3L2 1 f 111772332 111786062
CHTOP 1 f 153606457 153618782
FHL3 1 r 38462441 38471187
TTLL10 1 f 1109285 1133313
BOLA1 1 f 149871154 149872348
PRKACB 1 f 84609930 84704181
AKR7A2P1 1 f 113465971 113467295
NOTCH2 1 r 120454175 120612317
IGSF3 1 r 117117019 117209578
SMIM1 1 f 3689324 3692546
BROX 1 f 222886662 222908538
BROX 1 f 222885894 222908538
TMEM9 1 r 201103898 201140710
WDR63 1 f 85527980 85598821
LOC101928404 1 f 163131464 163182813
PRAMEF7 1 r 13607699 13611533
ZNF436-AS1 1 f 23695463 23698330
LINC00982 1 r 2980635 2984289
PLEKHM2 1 f 16010826 16061264
SEMA4A 1 f 156119734 156147542
THRAP3 1 f 36690016 36770957
FAM63A 1 r 150969300 150979385
AVPR1B 1 f 206224282 206231482
ALDH9A1 1 r 165631448 165667900
ATP1A4 1 f 160121351 160156767
ANKRD35 1 f 145549208 145568526
AIDA 1 r 222841354 222885864
RABGAP1L 1 f 174769034 174964445
RABGAP1L 1 f 174933904 174964445
RABGAP1L 1 f 174843523 174927327
B4GALT2 1 f 44445607 44456843
ZNF124 1 r 247285276 247335319
ILDR2 1 r 166882440 166944561
SFT2D2 1 f 168195254 168212088
SVBP 1 r 43272722 43283059
KDM4A-AS1 1 r 44165408 44173012
RXRG 1 r 165406164 165414592
HIST3H3 1 r 228612545 228613026
PLEKHA6 1 r 204187978 204329057
CFH 1 f 196621007 196716634
ATPAF1 1 r 47100710 47131550
GPR25 1 f 200842082 200843306
C1orf226 1 f 162348695 162353501
TAF12 1 r 28929608 28969604
OR2M2 1 f 248343287 248344331
OR2B11 1 r 247614330 247615284
OR10J3 1 r 159283459 159284449
EIF3I 1 f 32687970 32697205
VTCN1 1 r 117686208 117746458
DNM3 1 f 171810617 172102532
OR2T12 1 r 248457917 248458880
SLC19A2 1 r 169433148 169455208
OR2T6 1 f 248550909 248551836
SNX27 1 f 151584661 151671559
PVRL4 1 r 161040780 161059385
NADK 1 r 1682670 1690081
EVA1B 1 r 36787630 36789755
MIR4632 1 f 12251769 12251830
OR6K6 1 f 158724605 158725637
FOXD3 1 f 63788729 63790797
NFYC 1 f 41157679 41237275
UBIAD1 1 f 11333254 11348491
MIR1302-10 1 f 30365 30503
MIR5096 1 f 16197643 16231962
MSH4 1 f 76262555 76378923
MNDA 1 f 158801167 158819270
OXCT2 1 r 40235196 40237020
MAP10 1 f 232940637 232946092
RYR2 1 f 237205701 237997288
MIXL1 1 f 226411318 226414756
CCDC163P 1 r 45959597 45965751
SCYL3 1 r 169822214 169863100
PALMD 1 f 100111430 100160097
RAP1GAP 1 r 21922707 21978348
LINC01342 1 f 1072396 1079434
LEPROT 1 f 65886130 65893692
LEPROT 1 f 65886398 65901690
SLC44A3 1 f 95286099 95360803
MAB21L3 1 f 116654375 116677861
KDF1 1 r 27276046 27286901
FDPS 1 f 155278704 155290457
XCL1 1 f 168545710 168551315
UBE2Q1-AS1 1 f 154526084 154527504
NT5C1A 1 r 40124792 40137710
ZBTB37 1 f 173837492 173842778
PRAMEF7 1 r 13386914 13390748
PRAMEF7 1 f 12976466 12980300
C1orf106 1 f 200863948 200884864
PPIAL4A 1 f 149553002 149553787
ACTN2 1 f 236849753 236927927
MIR6859-3 1 r 17368 17436
DENND1B 1 r 197703138 197744623
HAO2 1 f 119911398 119936753
RCAN3 1 f 24840803 24863510
RCAN3 1 f 24828840 24863510
RCAN3 1 f 24834083 24863510
EPB41 1 f 29241087 29391733
GM140 1 f 181205523 181207740
RGS5 1 r 163273995 163291581
FLG 1 r 152274650 152297679
ABCA4 1 r 94458393 94586705
ADAM30 1 r 120436155 120439147
ZBTB37 1 f 173837492 173855774
KIF26B 1 f 245318286 245866428
ESRRG 1 r 216676587 217262987
C1orf21 1 f 184356149 184598155
NBL1 1 f 19972259 19984949
NBL1 1 f 19971865 19984949
NBL1 1 f 19970207 19984949
HSD3B1 1 f 120049825 120057681
DNAH14 1 f 225117355 225586996
KIRREL 1 f 157963062 158070052
LHX8 1 f 75594118 75627218
UBAP2L 1 f 154192647 154235981
C1orf185 1 f 51567905 51613754
C1orf198 1 r 230972864 230991782
TRIM63 1 r 26377795 26394125
LOC100422212 1 r 163390859 163392981
NBPF11 1 r 147574322 147608092
FH 1 r 241660856 241683085
PFKFB2 1 f 207226619 207254368
XCL2 1 r 168510002 168513235
LINC01389 1 r 47846467 47902989
KLHDC7A 1 f 18807423 18812480
LOC391003 1 f 13035498 13039011
LOC391003 1 r 13328195 13698405
PRAMEF19 1 r 13474052 13477569
RRP15 1 f 218458628 218511325
ACTL8 1 f 18081807 18153558
ST6GALNAC5 1 f 77333185 77529737
NUAK2 1 r 205271190 205290919
CCNL2 1 r 1321090 1334718
TRMT1L 1 r 185087217 185126116
SHCBP1L 1 r 182868999 182922553
C1orf198 1 r 230972864 231004302
AGBL4 1 r 48998526 50489626
GALE 1 r 24122088 24126060
PIK3R3 1 r 46505811 46598708
PRKCZ 1 f 2005424 2116834
PRKACB 1 f 84647314 84704181
PRKACB 1 f 84630322 84704181
TARBP1 1 r 234527058 234614849
TAF13 1 r 109606997 109618624
METTL11B 1 f 170115187 170136923
ROR1 1 f 64239689 64609052
ECE1 1 r 21543739 21616766
ECE1 1 r 21543739 21672034
ECE1 1 r 21543739 21606183
AKR7L 1 r 19592475 19600568
MIR2682 1 r 98510798 98510907
MIR4417 1 f 5624130 5624203
KIAA2013 1 r 11979644 11986485
MROH9 1 f 170904635 170967946
RAB3B 1 r 52373627 52456436
MOB3C 1 r 47073386 47082563
MIR6730 1 r 12638984 12639051
KCNK1 1 f 233749749 233808258
SV2A 1 r 149874871 149889434
UBAP2L 1 f 154193324 154243329
ASCL5 1 r 201083080 201084500
FAM131C 1 r 16384263 16400127
KIAA1324 1 f 109656584 109749403
STMN1 1 r 26226606 26233368
LOC730102 1 r 177975274 178007142
POU2F1 1 f 167190122 167396582
PRSS38 1 f 228003417 228034171
EPHA8 1 f 22890003 22930087
PBXIP1 1 r 154916558 154928567
WDR78 1 r 67278571 67390570
PGCP1 1 r 111927140 111932473
OPTC 1 f 203463270 203478077
ID3 1 r 23884420 23886285
HAPLN2 1 f 156589085 156595517
AMY1A 1 r 104230039 104238912
PGLYRP3 1 r 153270337 153283194
SMG7-AS1 1 r 183430010 183441117
LINC01031 1 f 193273874 193335083
RCC1 1 f 28832454 28865708
TSHB 1 f 115576566 115576930
ZNF672 1 f 249132376 249143716
ZMYM1 1 f 35525386 35581459
SLC35A3 1 f 100435344 100492534
TOE1 1 f 45805341 45809650
HIVEP3 1 r 42312859 42501596
HIVEP3 1 r 42312859 42384496
ZNF593 1 f 26496387 26497364
PRDM2 1 f 14031349 14114574
ADAMTSL4 1 f 150521844 150531224
LOC284648 1 f 182584274 182585764
PER3 1 f 7844488 7905240
SNRPD2P2 1 r 231611509 231612271
HOOK1 1 f 60280532 60342050
FLJ31662 1 f 95940292 95944912
NBPF9 1 f 144614958 144830407
C1orf198 1 r 230972864 231005335
TRAF5 1 f 211519705 211548286
GPN2 1 r 27205872 27216869
FAAP20 1 r 2115898 2139172
SLC2A5 1 r 9101426 9129887
ZFYVE9 1 f 52607765 52812358
CD1A 1 f 158223926 158228058
PRUNE 1 f 150980866 151008189
LHX9 1 f 197886516 197899273
SV2A 1 r 149874871 149878543
HDAC1 1 f 32757707 32799224
CSMD2 1 r 33979598 34630875
TLR5 1 r 223282747 223316624
SLC16A1 1 r 113454469 113498975
C1orf74 1 r 209952552 209958075
BSND 1 f 55464616 55474465
ENSA 1 r 150595753 150601609
GPX7 1 f 53068042 53074723
FOXE3 1 f 47881743 47883724
CD1B 1 r 158297739 158301321
CYB5R1 1 r 202931000 202936404
ARHGEF16 1 f 3371146 3397677
SMYD3 1 r 245912641 246670644
FMO2 1 f 171154346 171181822
GPR52 1 f 174417211 174418683
LCE3D 1 r 152551859 152552980
EGLN1 1 r 231499496 231560790
GPR88 1 f 101003727 101007583
BCAN 1 f 156611739 156629324
PARS2 1 r 55222570 55230226
DDOST 1 r 20978259 20988037
NUDC 1 f 27248212 27273362
GMEB1 1 f 28995239 29042115
DUSP12 1 f 161719557 161726954
MIR664A 1 r 220373883 220373961
MIR548D1 1 r 100154610 100178513
MAST2 1 f 46269284 46501796
USF1 1 r 161009040 161014727
YOD1 1 r 207217193 207226325
SNORA73B 1 f 28835069 28835227
GREM2 1 r 240652872 240775462
FCGR2C 1 f 161551128 161571010
SLC30A10 1 r 220087605 220101993
LAMC1 1 f 182992594 183114727
AKR7A3 1 r 19609056 19615280
RCOR3 1 f 211433288 211489725
TMEM206 1 r 212537815 212588267
LOC440700 1 f 165667986 165679199
BATF3 1 r 212859758 212873327
KCNA10 1 r 111059838 111061797
GPR157 1 r 9164475 9189229
GON4L 1 r 155719448 155829191
MIR4419A 1 r 23384350 23384427
EPHX1 1 f 226013001 226033262
ACOT7 1 r 6324331 6419004
LCK 1 f 32716839 32751768
ZRANB2 1 r 71528973 71546972
AUNIP 1 r 26160496 26185949
ADCK3 1 f 227127937 227175246
A3GALT2 1 r 33772366 33786699
FAM231A 1 r 17060446 17060956
FAM231A 1 f 16999497 17000007
NAV1 1 f 201617449 201796102
NHLH2 1 r 116378998 116383333
GJA4 1 f 35258598 35261348
HIST2H2AA3 1 r 149813784 149814318
HIST2H2AA3 1 f 149822627 149823161
SLC25A34 1 f 16062808 16067887
MIR3119-1 1 r 170120518 170120603
RXFP4 1 f 155911479 155912625
LHX4 1 f 180199432 180244188
AK2 1 r 33476825 33502512
UHMK1 1 f 162466963 162499419
CASQ1 1 f 160160284 160171676
LOC100129620 1 f 99469831 99614408
SLC39A1 1 r 153931574 153936117
SLC39A1 1 r 153931574 153935968
SLC39A1 1 r 153931574 153940660
SLC39A1 1 r 153931574 153935844
SLC25A33 1 f 9599527 9642831
FLJ23867 1 f 180167143 180169859
BCAR3 1 r 94027342 94312706
NSUN4 1 f 46806849 46830824
LURAP1 1 f 46669005 46686928
ANKRD20A12P 1 r 142697420 142713605
ZRANB2-AS2 1 f 71547006 71703406
OR2W5 1 f 247654369 247655711
PTPN14 1 r 214522038 214725024
FAM43B 1 f 20878931 20881513
LEPR 1 f 65991371 66101111
SETDB1 1 f 150898814 150937220
MIER1 1 f 67390577 67413923
POU5F1P4 1 f 155402970 155404053
RPF1 1 f 84944919 84964033
LINC00303 1 r 204001574 204010392
BCAN 1 f 156611739 156623264
MIR4251 1 f 3044538 3044599
LOC101928565 1 r 168433351 168464882
HS2ST1 1 f 87380334 87564125
AURKAIP1 1 r 1309109 1310818
MORN1 1 r 2252691 2323190
OAZ3 1 f 151739130 151743806
ST6GALNAC3 1 f 76540388 77042892
HES4 1 r 934341 935552
BRINP2 1 f 177140523 177251558
GBP7 1 r 89597433 89641723
CD164L2 1 r 27705589 27709823
RNF207 1 f 6266188 6281359
ZFP69B 1 f 40916336 40929390
SELENBP1 1 r 151336777 151345210
TNFRSF9 1 r 7975930 8003225
SLC30A7 1 f 101361633 101447311
NEK7 1 f 198126107 198291548
LGALS8 1 f 236687026 236716279
MIR190B 1 r 154166140 154166219
VANGL1 1 f 116184573 116240845
ANGPTL7 1 f 11249345 11256038
PRDM2 1 f 14026734 14151574
C1orf226 1 f 162351519 162356608
FCGR3B 1 r 161592987 161601252
SLC35A3 1 f 100435991 100492534
SORT1 1 r 109852187 109935979
LMNA 1 f 156095907 156107657
KCNAB2 1 f 6106173 6161253
KCNAB2 1 f 6105980 6161253
PTPRC 1 f 198608097 198664300
FOXD2-AS1 1 r 47897806 47900313
DNAH14 1 f 225117362 225155626
CROCC 1 f 17248444 17299474
USP1 1 f 62902382 62917475
ASH1L-AS1 1 f 155531771 155533735
JTB 1 r 153946744 153950451
HIST2H2AA4 1 f 149822627 149823161
MIA3 1 f 222791443 222841354
FAM89A 1 r 231154703 231175995
LOC148696 1 f 207991723 207995941
AKT3 1 r 243663020 244006886
CDC14A 1 f 100818022 100950926
MRPL9 1 r 151732118 151736392
MIR4258 1 f 154948168 154948259
NRD1 1 r 52254865 52343712
UBQLN4 1 r 156005084 156023616
SLAMF8 1 f 159796478 159807282
GBP2 1 r 89571815 89591842
NDUFS2 1 f 161171936 161184184
VPS13D 1 f 12290095 12572098
C1orf210 1 r 43747556 43751288
RBMXL1 1 r 89445138 89458643
LRRN2 1 r 204586302 204654597
PIGV 1 f 27114453 27124894
TGFBR3 1 r 92145899 92371559
ARL8A 1 r 202102531 202113871
PRAMEF6 1 r 12998301 13007406
ADAM15 1 f 155023747 155031159
DOCK7 1 r 63049775 63154039
NRD1 1 r 52254865 52344609
ESPN 1 f 6484847 6521004
TEDDM1 1 r 182367251 182369751
TSNAX-DISC1 1 f 231664398 232177019
TSNAX-DISC1 1 f 231664398 231886365
HSPA7 1 f 161575848 161578341
LBR 1 r 225589203 225616557
HIST2H2BF 1 r 149783433 149783928
HIST2H2BC 1 r 149821758 149822340
SERTAD4 1 f 210406194 210416440
ENSA 1 r 150599521 150602098
LINC01144 1 f 45769581 45771291
C1orf195 1 r 15490691 15498120
MRPL55 1 r 228294379 228297013
PITHD1 1 f 24104875 24114722
FOXJ3 1 r 42642209 42801548
NFYC-AS1 1 r 41154751 41157933
HSD17B7 1 f 162760491 162782608
TCEB3-AS1 1 r 24086871 24104787
TYW3 1 f 75198835 75232360
KIAA0040 1 r 175126122 175162229
MIR6859-1 1 r 17368 17436
NR5A2 1 f 200011952 200146550
MIR3972 1 f 17604383 17604470
MIR1256 1 r 21314806 21314925
MIR4418 1 f 22592731 22592793
MIR1302-2 1 f 30365 30503
GBP6 1 f 89829435 89853719
NTNG1 1 f 107682744 108024475
IGSF8 1 r 160061128 160068618
LOC643355 1 f 112533189 112541463
GAS5-AS1 1 f 173832385 173833079
PDE4DIP 1 r 144951760 145076186
FABP3 1 r 31838099 31845923
TEX35 1 f 178482211 178490946
PERM1 1 r 910578 917497
HIST2H2AC 1 f 149858524 149858961
KDM1A 1 f 23345940 23410184
SMIM12 1 r 35315962 35325417
APITD1 1 f 10490158 10502872
CDCP2 1 r 54604667 54618679
LGALS8 1 f 236681513 236716279
RNU6-31P 1 r 101806424 101806451
PCSK9 1 f 55505894 55530526
S100A11 1 r 152004981 152009511
COL24A1 1 r 86194915 86622121
POMGNT1 1 r 46654352 46663171
LYPLAL1 1 f 219347172 219386207
MIR4671 1 f 234442212 234442285
FAM132A 1 r 1177825 1182102
NBPF9 1 f 144614958 145370304
RAB13 1 r 153954092 153957842
GPATCH2 1 r 217600334 217804444
NBPF1 1 r 16888921 16940100
CENPF 1 f 214776531 214837914
AMY1B 1 f 104198324 104207172
OR2T8 1 f 248084319 248085258
DNAJC11 1 r 6694227 6761966
ETNK2 1 r 204100188 204121310
CRB1 1 f 197170591 197447585
MIR4794 1 f 65045529 65045604
MIR4781 1 f 54519751 54519827
RPS14P3 1 f 19934300 19935138
MIR3620 1 f 228284963 228285042
APITD1-CORT 1 f 10490803 10512060
POMGNT1 1 r 46654352 46685977
RPS10P7 1 f 201489031 201489720
PLEKHG5 1 r 6526151 6557156
LINC01222 1 r 198961717 198988093
GLRX2 1 r 193065594 193075187
PRDX1 1 r 45976706 45988562
PPIAL4A 1 r 144363461 144364246
EXO5 1 f 40974432 40982214
IBA57 1 f 228353508 228369958
TXNDC12 1 r 52485803 52521843
MIR215 1 r 220291194 220291304
MIR137 1 r 98511625 98511727
MIR3119-2 1 f 170120518 170120603
MIR4711 1 r 60198898 60198968
MIR429 1 f 1104384 1104467
MIR199A2 1 r 172113674 172113784
MIR556 1 f 162312335 162312430
MIR92B 1 f 155164967 155165063
OR14I1 1 r 248844669 248845605
RAB13 1 r 153954092 153958853
KIAA1614 1 f 180882312 180915239
DRD5P2 1 f 148901844 148904054
EDEM3 1 r 184659624 184724041
LOC101060524 1 f 148901844 148904054
SZT2 1 f 43855555 43919918
XKR8 1 f 28285972 28294607
EXTL1 1 f 26348270 26362954
BLZF1 1 f 169337193 169365780
FBXO42 1 r 16573334 16678986
MIR5087 1 r 147806602 147806678
MIR5008 1 r 228129290 228129384
MIR548AP 1 r 84259597 84379059
LOC100996251 1 r 113554308 113615724
GJA9 1 r 39339738 39347298
GJB5 1 f 35220647 35224113
GJA5 1 r 147228331 147245466
LOC101928303 1 f 26551810 26556331
LOC101928043 1 r 22350486 22352541
LOC101928009 1 f 153146993 153164152
LOC101927683 1 r 232862999 232878461
PKN2-AS1 1 r 89003195 89150887
LOC101927604 1 f 231010591 231014761
LINC01360 1 f 73771852 73773255
LINC01360 1 f 73771852 73804560
DEPDC1-AS1 1 f 68962358 69004310
LOC101927143 1 r 224396449 224400981
LOC101927164 1 f 224407314 224415745
ROR1-AS1 1 r 64560124 64577888
ROR1-AS1 1 r 64571005 64579474
MIR4735 1 r 196551542 196551611
YTHDF2 1 f 29063135 29096287
OVGP1 1 r 111956936 111970399
CNIH4 1 f 224544512 224567153
TRAPPC3 1 r 36602169 36621654
GUK1 1 f 228327784 228336655
LOC101927765 1 r 234508552 234509149
LOC101928673 1 r 173386927 173430501
CAMK1G 1 f 209757044 209787284
METTL18 1 r 169761669 169764061
CD48 1 r 160650211 160681641
DBT 1 r 100652477 100715409
LOC729987 1 f 98676266 98738214
LOC101928436 1 r 103960700 104068105
MIR378F 1 f 24255559 24255637
MRPS14 1 r 174982093 174992591
GPR161 1 r 168048779 168105945
LOC284578 1 r 205523400 205525763
TOR1AIP2 1 r 179828164 179846941
MIR3659 1 f 38554902 38555001
MIR3675 1 f 16875408 16875482
MIR3675 1 f 17007749 17007823
MIR3675 1 r 17185443 17185516
MIR3671 1 r 65523437 65523525
PLXNA2 1 r 208195587 208417665
OR2T29 1 r 248721844 248722792
ACBD6 1 r 180257351 180472022
MIR761 1 r 52302015 52302074
CDC73 1 f 193091087 193223942
MEX3A 1 r 156041803 156051789
ELOVL1 1 r 43829067 43833409
B3GALNT2 1 r 235628212 235667781
SPOCD1 1 r 32256022 32281652
SYDE2 1 r 85623355 85666728
MIR197 1 f 110141514 110141589
STMN1 1 r 26226606 26232644
C1orf35 1 r 228288427 228291163
SLC35E2 1 r 1658823 1677438
ZNF847P 1 r 227884732 227885408
LCE4A 1 f 152681522 152681910
TRAF3IP3 1 f 209929376 209955668
PHACTR4 1 f 28764660 28826881
MIR30E 1 f 41220026 41220118
MIR3124 1 f 249120575 249120642
ADIPOR1 1 r 202909952 202927700
SYT6 1 r 114631913 114696472
GPR161 1 r 168048779 168105674
GPR161 1 r 168048779 168106905
MIR4255 1 f 37627163 37627235
MIR4254 1 r 32224260 32224336
MIR4252 1 r 6489893 6489956
MIR4260 1 r 209796788 209796855
MIR4257 1 f 150524404 150524490
MIR4256 1 r 113004391 113004455
CDC14A 1 f 100818022 100985833
USH2A 1 r 215796235 216596738
SNORD103B 1 r 31408535 31408623
SNORD103B 1 r 31421964 31422052
MIR4420 1 r 31212002 31212079
MIR4423 1 f 85599476 85599556
MIR4422 1 f 55691313 55691396
LOC646471 1 r 26146444 26150097
LOC115110 1 r 2481358 2488450
DPYD 1 r 97543299 98386615
NOC2L 1 r 879582 894679
MIR194-1 1 r 220291498 220291583
MARK1 1 f 220701524 220756240
LINC00538 1 f 214098091 214099996
SERTAD4-AS1 1 r 210404803 210407466
FCGR3B 1 r 161592987 161600837
DDI2 1 f 15943952 15987552
MAP7D1 1 f 36621565 36646451
KIAA1804 1 f 233463513 233520894
MST1L 1 r 17081128 17090975
GNRHR2 1 r 145509751 145516076
LINC01132 1 f 234859788 234867390
CNN3 1 r 95362504 95391364
PPM1J 1 r 113252615 113257950
LCE2B 1 f 152658598 152659876
MIR5187 1 f 161196975 161197051
PFN1P2 1 r 144610814 144612719
AMPD2 1 f 110166609 110174677
UBAP2L 1 f 154193324 154243986
UBAP2L 1 f 154193324 154235981
TDRKH 1 r 151744040 151763010
SELE 1 r 169691780 169703220
KCNJ10 1 r 160007256 160040051
MEF2D 1 r 156433512 156470634
PTGER3 1 r 71418114 71513491
EPHX1 1 f 225997835 226033262
LIN28A 1 f 26737268 26756219
TMEM63A 1 r 226033232 226070420
PRKACB 1 f 84543657 84671122
FAM177B 1 f 222910557 222924002
HEATR1 1 r 236712304 236767841
MIR1295B 1 f 171070879 171070939
MIR5584 1 f 45011164 45011224
LINC01344 1 r 182173079 182283196
MIR5581 1 r 37966535 37966595
ARHGAP29 1 r 94634462 94703307
ASTN1 1 r 176826440 177134040
MAEL 1 f 166958325 166991449
CEP85 1 f 26595773 26605529
CEP85 1 f 26560643 26605529
ZBTB18 1 f 244212240 244220780
NES 1 r 156638555 156647189
CAPN9 1 f 230883129 230937518
MIR7846 1 f 12226999 12227095
EFCAB2 1 f 245133630 245251148
AXDND1 1 f 179335106 179523870
AZIN2 1 f 33547778 33567493
LOC729930 1 r 89754940 89756045
TRAF3IP3 1 f 209941832 209953002
ZBTB18 1 f 244214560 244220778
PAPPA2 1 f 176432306 176811970
SARS 1 f 109756514 109780804
ZNF695 1 r 247148624 247171395
PGLYRP4 1 r 153302596 153321317
MARC1 1 f 220960038 220987741
CFAP45 1 r 159842153 159869906
PLEKHO1 1 f 150122091 150132260
CROCCP3 1 r 16793930 16819196
TRNAU1AP 1 f 28879528 28905057
NBPF11 1 r 147574322 147624469
MIR9-1 1 r 156390132 156390221
FCRL6 1 f 159770300 159786047
NENF 1 f 212606228 212619721
SNORD46 1 f 45242163 45242261
SNORD55 1 f 45241536 45241610
EPHX4 1 f 92495532 92529093
TNR 1 r 175291934 175712752
LPGAT1 1 r 211916798 212004114
MUTYH 1 r 45794913 45805788
GPSM2 1 f 109419602 109473044
POMGNT1 1 r 46654352 46664121
CTTNBP2NL 1 f 112938799 113003786
MMEL1 1 r 2522080 2564481
